,end,name,source,start,strand,keep,tier,duplicates
946,1852175,candidate_1822,Miotto13,1852137,0,1,2,0
947,1852177,candidate_760,Miotto13,1852139,1,1,2,0
948,1852903,candidate_1262,Miotto13,1852862,0,1,2,0
949,1852927,candidate_238,Miotto13,1852878,1,1,2,0
950,1853121,candidate_1263,Miotto13,1853081,0,1,2,0
951,1853184,candidate_239,Miotto13,1853149,1,1,2,0
952,1853192,candidate_1264,Miotto13,1853155,0,1,2,0
953,1855741,candidate_240,Miotto13,1855699,1,1,2,0
954,1857519,Mpr8,DiChiara10,1857282,1,1,2,0
955,1858698,candidate_1823,Miotto13,1858651,0,1,2,0
956,1858700,candidate_761,Miotto13,1858653,1,1,2,0
957,1859646,candidate_1265,Miotto13,1859616,0,1,2,0
958,1859742,candidate_1266,Miotto13,1859685,0,1,2,0
959,1864146,candidate_241,Miotto13,1864044,1,1,2,0
960,1864254,candidate_242,Miotto13,1864224,1,1,2,0
961,1872610,candidate_637,Miotto13,1872575,1,1,2,0
962,1901668,candidate_1267,Miotto13,1901637,0,1,2,0
963,1901786,candidate_1268,Miotto13,1901737,0,1,2,0
964,1906502,ncRNA100,Namouchi16,1906438,0,1,2,0
965,1915028,arnvig14,Arnvig14,1914962,0,1,1,1
966,1915192,candidate_243,Miotto13,1915012,1,1,2,0
967,1915164,candidate_1269,Miotto13,1915013,0,0,2,1
968,1921507,candidate_1824,Miotto13,1921472,0,1,2,0
969,1921509,candidate_762,Miotto13,1921474,1,1,2,0
970,1923762,candidate_1825,Miotto13,1923727,0,1,2,0
971,1923764,candidate_763,Miotto13,1923729,1,1,2,0
972,1923863,candidate_1270,Miotto13,1923833,0,1,2,0
973,1925186,candidate_1271,Miotto13,1925143,0,1,2,0
974,1925349,candidate_1272,Miotto13,1925299,0,1,2,0
975,1925495,candidate_1273,Miotto13,1925454,0,1,2,0
976,1944802,candidate_1826,Miotto13,1944760,0,1,2,0
977,1944804,candidate_764,Miotto13,1944762,1,1,2,0
978,1952503,AS1726,Tuberculist,1952291,0,1,1,0
979,1960783,MTS1338,Tuberculist,1960667,1,1,1,1
980,1960828,candidate_244,Miotto13,1960667,1,0,2,1
981,1960774,candidate_1274,Miotto13,1960714,0,1,2,0
982,1960963,candidate_245,Miotto13,1960933,1,1,2,0
983,1961142,candidate_246,Miotto13,1961075,1,1,2,0
984,1962208,candidate_1275,Miotto13,1962178,0,1,2,0
985,1962372,candidate_247,Miotto13,1962252,1,1,2,0
986,1965428,ncRNA7,Namouchi16,1965370,0,1,2,0
987,1965618,candidate_248,Miotto13,1965576,1,1,2,0
988,1965955,candidate_1276,Miotto13,1965811,0,1,2,0
989,1966052,candidate_249,Miotto13,1965941,1,1,2,0
990,1966417,candidate_250,Miotto13,1966377,1,1,2,0
991,1975528,candidate_1277,Miotto13,1975495,0,1,2,0
992,1975757,candidate_1278,Miotto13,1975717,0,1,2,0
993,1985382,candidate_251,Miotto13,1985342,1,1,2,0
994,1999585,candidate_252,Miotto13,1999540,1,1,2,0
995,1999747,candidate_1279,Miotto13,1999706,0,1,2,0
996,2000147,ncRNA102,Namouchi16,2000060,0,1,2,0
997,2012070,candidate_1280,Miotto13,2012032,0,1,2,0
998,2012705,candidate_253,Miotto13,2012661,1,1,2,0
999,2013005,candidate_254,Miotto13,2012850,1,1,2,0
1000,2015235,candidate_1281,Miotto13,2015075,0,1,2,0
1001,2019251,candidate_1282,Miotto13,2019220,0,1,2,0
1002,2021476,candidate_1283,Miotto13,2021327,0,1,2,0
1003,2023118,candidate_1284,Miotto13,2023086,0,1,2,0
1004,2023447,candidate_1285,Miotto13,2023361,0,1,2,0
1005,2024626,ncRNA180,Namouchi16,2024575,1,1,2,0
1006,2026247,ncRNA181,Namouchi16,2026157,0,1,2,0
1007,2029427,arnvig17,Arnvig14,2028973,0,1,1,1
1008,2029427,Mcr1,DiChiara10,2028973,0,0,2,1
1009,2029783,candidate_1827,Miotto13,2029752,0,1,2,0
1010,2029785,candidate_765,Miotto13,2029754,1,1,2,0
1011,2029932,candidate_1286,Miotto13,2029826,0,1,2,0
1012,2030163,candidate_1287,Miotto13,2030122,0,1,2,0
1013,2030256,candidate_255,Miotto13,2030215,1,1,2,0
1014,2030259,candidate_1288,Miotto13,2030225,0,1,2,0
1015,2030341,candidate_256,Miotto13,2030309,1,1,2,0
1016,2030680,candidate_1289,Miotto13,2030623,0,1,2,0
1017,2030694,candidate_257,Miotto13,2030643,1,1,2,0
1018,2031068,candidate_1290,Miotto13,2030978,0,1,2,0
1019,2031066,candidate_258,Miotto13,2030980,1,1,2,0
1020,2031523,candidate_1291,Miotto13,2031467,0,1,2,0
1021,2031646,candidate_1292,Miotto13,2031572,0,1,2,0
1022,2031955,candidate_1293,Miotto13,2031872,0,1,2,0
1023,2033951,candidate_1294,Miotto13,2033915,0,1,2,0
1024,2035565,candidate_1295,Miotto13,2035527,0,1,2,0
1025,2039874,candidate_1296,Miotto13,2039818,0,1,2,0
1026,2047044,candidate_259,Miotto13,2047002,1,1,2,0
1027,2047685,candidate_1828,Miotto13,2047591,0,1,2,0
1028,2047686,candidate_766,Miotto13,2047593,1,1,2,0
1029,2048406,candidate_1297,Miotto13,2048363,0,1,2,0
1030,2052686,candidate_1298,Miotto13,2052639,0,1,2,0
1031,2052821,candidate_1299,Miotto13,2052783,0,1,2,0
1032,2052888,candidate_260,Miotto13,2052852,1,1,2,0
1033,2052941,candidate_1300,Miotto13,2052885,0,1,2,0
1034,2055295,candidate_261,Miotto13,2055233,1,1,2,0
1035,2055448,candidate_262,Miotto13,2055326,1,1,2,0
1036,2055441,candidate_1301,Miotto13,2055359,0,1,2,0
1037,2055616,candidate_1302,Miotto13,2055586,0,1,2,0
1038,2056234,candidate_263,Miotto13,2055957,1,1,2,0
1039,2056330,candidate_1303,Miotto13,2056112,0,1,2,0
1040,2059541,candidate_1829,Miotto13,2059467,0,1,2,0
1041,2059543,candidate_767,Miotto13,2059469,1,1,2,0
1042,2059593,candidate_1830,Miotto13,2059544,0,1,2,0
1043,2059594,candidate_768,Miotto13,2059546,1,1,2,0
1044,2067709,candidate_1304,Miotto13,2067593,0,1,2,0
1045,2068853,ncRNA183,Namouchi16,2068801,0,1,2,0
1046,2068955,candidate_264,Miotto13,2068914,1,1,2,0
1047,2070299,candidate_1305,Miotto13,2070245,0,1,2,0
1048,2072518,candidate_1306,Miotto13,2072356,0,1,2,0
1049,2072394,candidate_265,Miotto13,2072357,1,1,2,0
1050,2072525,candidate_266,Miotto13,2072429,1,1,2,0
1051,2072595,candidate_769,Miotto13,2072559,1,1,2,0
1052,2072594,candidate_1699,Miotto13,2072564,0,1,2,0
1053,2074963,candidate_1307,Miotto13,2074924,0,1,2,0
1054,2075213,candidate_1308,Miotto13,2075183,0,1,2,0
1055,2077947,candidate_1309,Miotto13,2077860,0,1,2,0
1056,2084568,candidate_267,Miotto13,2084473,1,1,2,0
1057,2092188,candidate_1831,Miotto13,2092158,0,1,2,0
1058,2092190,candidate_770,Miotto13,2092160,1,1,2,0
1059,2096647,candidate_1832,Miotto13,2096607,0,1,2,0
1060,2096649,candidate_771,Miotto13,2096609,1,1,2,0
1061,2096857,candidate_268,Miotto13,2096760,1,1,2,0
1062,2096820,candidate_1833,Miotto13,2096772,0,1,2,0
1063,2096858,candidate_1700,Miotto13,2096821,0,1,2,0
1064,2097124,candidate_1310,Miotto13,2096873,0,1,2,0
1065,2102960,candidate_269,Miotto13,2102925,1,1,2,0
1066,2104858,candidate_1834,Miotto13,2104824,0,1,2,0
1067,2104860,candidate_772,Miotto13,2104825,1,1,2,0
1068,2104937,candidate_1835,Miotto13,2104902,0,1,2,0
1069,2104939,candidate_773,Miotto13,2104904,1,1,2,0
1070,2107734,candidate_1836,Miotto13,2107697,0,1,2,0
1071,2107735,candidate_774,Miotto13,2107699,1,1,2,0
1072,2110123,Mpr9,DiChiara10,2109671,1,1,2,0
1073,2111274,candidate_270,Miotto13,2111229,1,1,2,0
1074,2111335,candidate_271,Miotto13,2111305,1,1,2,0
1075,2116463,ncRNA184,Namouchi16,2116399,0,1,2,0
1076,2123785,ncRNA106,Namouchi16,2123734,0,1,2,0
1077,2124868,ncRNA23,Namouchi16,2124802,0,1,2,0
1078,2125133,candidate_1837,Miotto13,2125083,0,1,2,0
1079,2125135,candidate_775,Miotto13,2125085,1,1,2,0
1080,2125290,candidate_1312,Miotto13,2125225,0,1,2,0
1081,2128210,ncRNA107,Namouchi16,2128116,0,1,2,0
1082,2130318,ncRNA185,Namouchi16,2130251,0,1,2,0
1083,2135185,candidate_272,Miotto13,2135131,1,1,2,0
1084,2135906,candidate_1313,Miotto13,2135867,0,1,2,0
1085,2136173,candidate_1314,Miotto13,2136126,0,1,2,0
1086,2136258,candidate_273,Miotto13,2136128,1,1,2,0
1087,2136281,candidate_1315,Miotto13,2136209,0,1,2,0
1088,2136984,candidate_1316,Miotto13,2136948,0,1,2,0
1089,2137087,candidate_1317,Miotto13,2137034,0,1,2,0
1090,2139656,AS1890,Tuberculist,2139419,1,1,1,0
1091,2144457,candidate_274,Miotto13,2144426,1,1,2,0
1092,2148353,candidate_1318,Miotto13,2148308,0,1,2,0
1093,2150866,candidate_275,Miotto13,2150834,1,1,2,0
1094,2158033,candidate_1319,Miotto13,2158003,0,1,2,0
1095,2159136,candidate_1320,Miotto13,2159104,0,1,2,0
1096,2161176,candidate_1321,Miotto13,2161142,0,1,2,0
1097,2171733,candidate_1322,Miotto13,2171657,0,1,2,0
1098,2176017,candidate_1323,Miotto13,2175985,0,1,2,0
1099,2177160,candidate_1324,Miotto13,2177083,0,1,2,0
1100,2177678,candidate_1325,Miotto13,2177632,0,1,2,0
1101,2179032,candidate_276,Miotto13,2178976,1,1,2,0
1102,2179387,ncRNA24,Namouchi16,2179329,1,1,2,0
1103,2179470,candidate_1326,Miotto13,2179436,0,1,2,0
1104,2183425,candidate_1327,Miotto13,2183393,0,1,2,0
1105,2198733,ncRNA186,Namouchi16,2198638,1,1,2,0
1106,2201322,candidate_277,Miotto13,2201249,1,1,2,0
1107,2202915,candidate_1328,Miotto13,2202859,0,1,2,0
1108,2204866,ncRNA110,Namouchi16,2204795,1,1,2,0
1109,2217786,ncRNA111,Namouchi16,2217715,0,1,2,0
1110,2222416,candidate_278,Miotto13,2222358,1,1,2,0
1111,2223214,candidate_1329,Miotto13,2223172,0,1,2,0
1112,2223214,candidate_279,Miotto13,2223174,1,1,2,0
1113,2223815,ncRNA112,Namouchi16,2223691,1,1,2,0
1114,2224064,candidate_281,Miotto13,2224000,1,1,2,0
1115,2224154,candidate_282,Miotto13,2224100,1,1,2,0
1116,2225314,candidate_1330,Miotto13,2225248,0,1,2,0
1117,2225337,candidate_283,Miotto13,2225305,1,1,2,0
1118,2225956,candidate_1331*,Miotto13,2225922,0,1,2,0
1119,2227206,candidate_1332,Miotto13,2227175,0,1,2,0
1120,2228125,candidate_284,Miotto13,2228095,1,1,2,0
1121,2228751,candidate_285,Miotto13,2228719,1,1,2,0
1122,2232719,candidate_1333,Miotto13,2232674,0,1,2,0
1123,2232719,candidate_286,Miotto13,2232679,1,1,2,0
1124,2237611,candidate_1334,Miotto13,2237577,0,1,2,0
1125,2242307,candidate_1335,Miotto13,2242269,0,1,2,0
1126,2243210,candidate_287,Miotto13,2243160,1,1,2,0
1127,2243359,candidate_288,Miotto13,2243328,1,1,2,0
1128,2251297,candidate_289,Miotto13,2251223,1,1,2,0
1129,2251392,candidate_290,Miotto13,2251345,1,1,2,0
1130,2251715,candidate_291,Miotto13,2251667,1,1,2,0
1131,2252429,candidate_1336,Miotto13,2252327,0,1,2,0
1132,2254133,candidate_1337,Miotto13,2253965,0,1,2,0
1133,2255605,candidate_1338,Miotto13,2255553,0,1,2,0
1134,2255833,candidate_1339,Miotto13,2255798,0,1,2,0
1135,2256018,candidate_1340,Miotto13,2255938,0,1,2,0
1136,2256433,candidate_292,Miotto13,2256383,1,1,2,0
1137,2267203,candidate_293,Miotto13,2267109,1,1,2,0
1138,2268230,candidate_1341,Miotto13,2268166,0,1,2,0
1139,2268257,candidate_294,Miotto13,2268166,1,1,1,0
1140,2277776,candidate_295,Miotto13,2277651,1,1,2,0
1141,2278791,candidate_296,Miotto13,2278596,1,1,2,0
1142,2279419,candidate_1342,Miotto13,2279389,0,1,2,0
1143,2282443,candidate_1343,Miotto13,2282408,0,1,2,0
1144,2289114,candidate_297,Miotto13,2288950,1,1,2,0
1145,2299886,ASpks,Tuberculist,2299745,1,1,1,0
1146,2300821,Mpr10,DiChiara10,2300737,1,1,2,0
1147,2307138,candidate_1701,Miotto13,2307105,0,1,2,0
1148,2307159,candidate_776,Miotto13,2307107,1,1,2,0
1149,2307772,candidate_1344,Miotto13,2307692,0,1,2,0
1150,2307789,candidate_298,Miotto13,2307708,1,1,2,0
1151,2308123,candidate_1345,Miotto13,2308093,0,1,2,0
1152,2313256,candidate_1346,Miotto13,2313215,0,1,2,0
1153,2337559,candidate_1347,Miotto13,2337529,0,1,2,0
1154,2337778,candidate_1348,Miotto13,2337642,0,1,2,0
1155,2337996,candidate_1349,Miotto13,2337828,0,1,2,0
1156,2337997,candidate_299,Miotto13,2337869,1,1,2,0
1157,2338124,ncRNA113,Namouchi16,2338039,1,1,2,0
1158,2338568,ncRNA114,Namouchi16,2338481,1,1,2,0
1159,2338641,candidate_1350,Miotto13,2338505,0,1,2,0
1160,2340339,candidate_1351,Miotto13,2340303,0,1,2,0
1161,2340554,ncRNA115,Namouchi16,2340479,0,1,2,0
1162,2340752,candidate_1352,Miotto13,2340717,0,1,2,0
1163,2348622,candidate_301,Miotto13,2348573,1,1,2,0
1164,2356038,candidate_302,Miotto13,2356002,1,1,2,0
1165,2356193,candidate_303,Miotto13,2356153,1,1,2,0
1166,2356382,candidate_304,Miotto13,2356314,1,1,2,0
1167,2358482,ncRNA116,Namouchi16,2358420,0,1,2,0
1168,2359771,ncRNA26,Namouchi16,2359679,0,1,2,0
1169,2364877,ncRNA187,Namouchi16,2364798,1,1,2,0
1170,2368442,candidate_1353,Miotto13,2368226,0,1,2,0
1171,2368562,candidate_305,Miotto13,2368522,1,1,2,0
1172,2369397,candidate_306,Miotto13,2369356,1,1,2,0
1173,2369486,candidate_307,Miotto13,2369447,1,1,2,0
1174,2370044,candidate_308,Miotto13,2369996,1,1,2,0
1175,2374380,candidate_1354,Miotto13,2374202,0,1,2,0
1176,2376123,candidate_309,Miotto13,2376084,1,1,2,0
1177,2378362,candidate_1838,Miotto13,2378319,0,1,2,0
1178,2378364,candidate_777,Miotto13,2378321,1,1,2,0
1179,2390135,candidate_1355,Miotto13,2390078,0,1,2,0
1180,2392089,candidate_310,Miotto13,2392027,1,1,2,0
1181,2397129,candidate_311,Miotto13,2397086,1,1,2,0
1182,2397308,candidate_312,Miotto13,2397263,1,1,2,0
1183,2402077,candidate_1356,Miotto13,2402044,0,1,2,0
1184,2402721,candidate_1357,Miotto13,2402677,0,1,2,0
1185,2405436,candidate_1702,Miotto13,2405404,0,1,2,0
1186,2405545,candidate_1358,Miotto13,2405437,0,1,2,0
1187,2405545,candidate_313,Miotto13,2405456,1,1,2,0
1188,2405985,candidate_314,Miotto13,2405947,1,1,2,0
1189,2409673,candidate_1839,Miotto13,2409571,0,1,2,0
1190,2409675,candidate_778,Miotto13,2409573,1,1,2,0
1191,2416417,Mcr5,DiChiara10,2415977,0,1,1,0
1192,2425313,ncRNA117,Namouchi16,2425254,1,1,2,0
1193,2425821,candidate_315,Miotto13,2425740,1,1,2,0
1194,2429419,candidate_779,Miotto13,2429328,1,1,2,0
1195,2429373,candidate_1359*,Miotto13,2429342,0,1,1,0
1196,2429404,candidate_1703*,Miotto13,2429374,0,1,2,0
1197,2429933,candidate_1840,Miotto13,2429883,0,1,2,0
1198,2429935,candidate_780,Miotto13,2429885,1,1,2,0
1199,2432014,candidate_1360,Miotto13,2431969,0,1,2,0
1200,2432028,candidate_781,Miotto13,2431972,1,1,2,0
1201,2432045,candidate_1704,Miotto13,2432015,0,1,2,0
1202,2432083,candidate_316,Miotto13,2432029,1,1,2,0
1203,2432081,candidate_1361,Miotto13,2432046,0,1,2,0
1204,2433451,candidate_1362,Miotto13,2433415,0,1,2,0
1205,2437866,mcr5,Tuberculist,2437823,0,1,1,0
1206,2438298,candidate_1363,Miotto13,2438264,0,1,2,0
1207,2438376,candidate_1364,Miotto13,2438344,0,1,2,0
1208,2443046,candidate_317,Miotto13,2442962,1,1,2,0
1209,2445380,candidate_1365,Miotto13,2445329,0,1,2,0
1210,2445401,candidate_318,Miotto13,2445345,1,1,2,0
1211,2447038,candidate_1841,Miotto13,2446976,0,1,2,0
1212,2447040,candidate_782,Miotto13,2446978,1,1,2,0
1213,2447522,candidate_319,Miotto13,2447446,1,1,2,0
1214,2447567,candidate_1366,Miotto13,2447524,0,1,2,0
1215,2449385,candidate_1367,Miotto13,2449353,0,1,2,0
1216,2450275,ncRNA119,Namouchi16,2450181,1,1,2,0
1217,2451186,ncRNA120,Namouchi16,2451048,1,1,2,0
1218,2453381,candidate_783,Miotto13,2453319,1,1,2,0
1219,2453422,candidate_1368,Miotto13,2453327,0,1,2,0
1220,2456896,candidate_1842,Miotto13,2456854,0,1,2,0
1221,2456900,candidate_784,Miotto13,2456856,1,1,2,0
1222,2456932,candidate_1369,Miotto13,2456897,0,1,2,0
1223,2457040,candidate_1370,Miotto13,2457001,0,1,2,0
1224,2457255,candidate_1371,Miotto13,2457107,0,1,2,0
1225,2457366,candidate_1372,Miotto13,2457333,0,1,2,0
1226,2457485,candidate_1373,Miotto13,2457428,0,1,2,0
1227,2458207,candidate_1374,Miotto13,2458151,0,1,2,0
1228,2459352,candidate_1375,Miotto13,2459073,0,1,2,0
1229,2459850,candidate_1376,Miotto13,2459819,0,1,2,0
1230,2460321,candidate_1377,Miotto13,2460105,0,1,2,0
1231,2460812,candidate_1378,Miotto13,2460774,0,1,2,0
1232,2464098,candidate_320,Miotto13,2464054,1,1,2,0
1233,2464414,candidate_321,Miotto13,2464382,1,1,2,0
1234,2464830,candidate_1379,Miotto13,2464768,0,1,2,0
1235,2467012,candidate_1380,Miotto13,2466977,0,1,2,0
1236,2467012,candidate_638,Miotto13,2466979,1,1,2,0
1237,2468210,candidate_322,Miotto13,2468169,1,1,2,0
1238,2468337,candidate_1381,Miotto13,2468304,0,1,2,0
1239,2468491,candidate_1382,Miotto13,2468435,0,1,2,0
1240,2468775,candidate_1383,Miotto13,2468730,0,1,2,0
1241,2468931,candidate_1384,Miotto13,2468834,0,1,2,0
1242,2469036,candidate_323,Miotto13,2468960,1,1,2,0
1243,2469375,candidate_1385,Miotto13,2469338,0,1,2,0
1244,2471286,candidate_1386,Miotto13,2471235,0,1,2,0
1245,2473357,candidate_1387,Miotto13,2473276,0,1,2,0
1246,2473359,candidate_324,Miotto13,2473323,1,1,2,0
1247,2478705,ncRNA121,Namouchi16,2478632,0,1,2,0
1248,2483134,candidate_1388,Miotto13,2483068,0,1,2,0
1249,2485093,candidate_1389,Miotto13,2485009,0,1,2,0
1250,2486225,candidate_1390,Miotto13,2486181,0,1,2,0
1251,2487592,candidate_1843,Miotto13,2487531,0,1,2,0
1252,2487594,candidate_785,Miotto13,2487533,1,1,2,0
1253,2488319,candidate_1391,Miotto13,2488288,0,1,2,0
1254,2496340,Mcr16,DiChiara10,2495432,0,1,1,0
1255,2496112,ncRNA122,Namouchi16,2496019,1,1,2,0
1256,2497741,candidate_325,Miotto13,2497711,1,1,2,0
1257,2498371,candidate_1392,Miotto13,2498149,0,1,2,0
1258,2500411,candidate_1393,Miotto13,2500381,0,1,2,0
1259,2500425,candidate_786,Miotto13,2500385,1,1,2,0
1260,2500821,candidate_787,Miotto13,2500790,1,1,2,0
1261,2500821,candidate_1705,Miotto13,2500791,0,1,2,0
1262,2505745,ncRNA123,Namouchi16,2505651,1,1,2,0
1263,2510218,candidate_1394,Miotto13,2510157,0,1,2,0
1264,2510392,candidate_1395*,Miotto13,2510336,0,1,2,0
1265,2511647,candidate_326,Miotto13,2511592,1,1,2,0
1266,2512204,candidate_327,Miotto13,2512164,1,1,2,0
1267,2513725,candidate_1396,Miotto13,2513682,0,1,2,0
1268,2516785,candidate_1844,Miotto13,2516713,0,1,2,0
1269,2516786,candidate_788,Miotto13,2516715,1,1,2,0
1270,2517134,mcr16,Tuberculist,2517032,0,1,1,0
1271,2517783,candidate_1397,Miotto13,2517497,0,1,2,0
1272,2517771,candidate_328,Miotto13,2517695,1,1,2,0
1273,2519714,candidate_1398,Miotto13,2519682,0,1,2,0
1274,2519827,candidate_1399,Miotto13,2519792,0,1,2,0
1275,2520743,candidate_329,Miotto13,2520712,1,1,2,0
1276,2522218,candidate_330,Miotto13,2522164,1,1,2,0
1277,2529865,candidate_331,Miotto13,2529794,1,1,2,0
1278,2529959,candidate_639,Miotto13,2529890,1,1,2,0
1279,2529953,candidate_1400,Miotto13,2529896,0,1,2,0
1280,2529990,candidate_1845,Miotto13,2529954,0,1,2,0
1281,2529992,candidate_789,Miotto13,2529960,1,1,2,0
1282,2532210,candidate_790,Miotto13,2531899,1,1,2,0
1283,2532212,ncRNA188,Namouchi16,2532153,0,1,2,0
1284,2545637,candidate_1401,Miotto13,2545394,0,1,2,0
1285,2551659,candidate_1402,Miotto13,2551622,0,1,2,0
1286,2552335,candidate_1403,Miotto13,2552295,0,1,2,0
1287,2557722,ncRNA124,Namouchi16,2557630,0,1,2,0
1288,2561740,candidate_1404,Miotto13,2561672,0,1,2,0
1289,2562178,ncRNA125,Namouchi16,2562093,0,1,2,0
1290,2562293,ncRNA126,Namouchi16,2562243,0,1,2,0
1291,2567842,ncRNA127,Namouchi16,2567760,0,1,2,0
1292,2570264,candidate_332,Miotto13,2570234,1,1,2,0
1293,2580285,candidate_1406,Miotto13,2580234,0,1,2,0
1294,2580303,candidate_333,Miotto13,2580242,1,1,2,0
1295,2584633,candidate_1407,Miotto13,2584567,0,1,2,0
1296,2600716,candidate_1408,Miotto13,2600679,0,1,2,0
1297,2602148,candidate_334,Miotto13,2602077,1,1,2,0
1298,2602361,candidate_335,Miotto13,2602331,1,1,2,0
1299,2602854,candidate_336,Miotto13,2602818,1,1,2,0
1300,2603576,candidate_1706,Miotto13,2603541,0,1,2,0
1301,2608559,candidate_1707,Miotto13,2608529,0,1,2,0
1302,2608570,candidate_640,Miotto13,2608531,1,1,2,0
1303,2608817,candidate_1409,Miotto13,2608785,0,1,2,0
1304,2618971,candidate_1410,Miotto13,2618910,0,1,2,0
1305,2618955,candidate_337,Miotto13,2618924,1,1,2,0
1306,2625888,candidate_1411,Miotto13,2625714,0,1,2,0
1307,2625899,candidate_338,Miotto13,2625822,1,1,2,0
1308,2626606,candidate_1412,Miotto13,2626569,0,1,2,0
1309,2626776,candidate_339,Miotto13,2626669,1,1,2,0
1310,2626939,candidate_340,Miotto13,2626892,1,1,2,0
1311,2627018,candidate_1413,Miotto13,2626980,0,1,2,0
1312,2637749,candidate_341,Miotto13,2637685,1,1,2,0
1313,2640367,candidate_342,Miotto13,2640337,1,1,2,0
1314,2641126,candidate_1414,Miotto13,2641081,0,1,2,0
1315,2641121,candidate_343,Miotto13,2641083,1,1,2,0
1316,2641191,candidate_1847,Miotto13,2641158,0,1,2,0
1317,2641193,candidate_791,Miotto13,2641160,1,1,2,0
1318,2641336,candidate_1415,Miotto13,2641282,0,1,2,0
1319,2644318,candidate_1848,Miotto13,2644259,0,1,2,0
1320,2644319,candidate_792,Miotto13,2644260,1,1,2,0
1321,2649696,candidate_344,Miotto13,2649665,1,1,2,0
1322,2649759,candidate_345,Miotto13,2649729,1,1,2,0
1323,2649927,candidate_346,Miotto13,2649891,1,1,2,0
1324,2650035,candidate_347,Miotto13,2650002,1,1,2,0
1325,2654262,candidate_348,Miotto13,2654218,1,1,2,0
1326,2655262,candidate_349,Miotto13,2655211,1,1,2,0
1327,2655318,candidate_1416,Miotto13,2655216,0,1,2,0
1328,2655394,candidate_1417,Miotto13,2655350,0,1,2,0
1329,2655577,ncRNA11,Namouchi16,2655468,0,1,2,0
1330,2656156,candidate_1418,Miotto13,2656115,0,1,2,0
1331,2657876,Mcr7,DiChiara10,2657152,1,1,1,0
1332,2683263,ncRNA128,Namouchi16,2683195,1,1,2,0
1333,2692521,mcr7,Tuberculist,2692172,1,1,1,1
1334,2692259,candidate_350,Miotto13,2692190,1,0,2,1
1335,2692246,candidate_1419,Miotto13,2692209,0,1,2,0
1336,2692799,candidate_351,Miotto13,2692748,1,1,2,0
1337,2695964,candidate_352,Miotto13,2695933,1,1,2,0
1338,2698745,candidate_1420,Miotto13,2698715,0,1,2,0
1339,2698817,candidate_1421,Miotto13,2698780,0,1,2,0
1340,2704449,candidate_353,Miotto13,2704419,1,1,2,0
1341,2710038,candidate_1849,Miotto13,2710005,0,1,2,0
1342,2710040,candidate_793,Miotto13,2710007,1,1,2,0
1343,2710084,candidate_1422,Miotto13,2710046,0,1,2,0
1344,2710351,candidate_1423,Miotto13,2710288,0,1,2,0
1345,2710432,candidate_354,Miotto13,2710335,1,1,2,0
1346,2716386,candidate_1850,Miotto13,2716322,0,1,2,0
1347,2716388,candidate_794,Miotto13,2716324,1,1,2,0
1348,2726695,candidate_1424,Miotto13,2726660,0,1,2,0
1349,2726786,candidate_1425,Miotto13,2726755,0,1,2,0
1350,2727260,candidate_1426,Miotto13,2727217,0,1,2,0
1351,2727602,candidate_355,Miotto13,2727422,1,1,2,0
1352,2727673,candidate_356,Miotto13,2727634,1,1,2,0
1353,2728140,candidate_357,Miotto13,2727914,1,1,2,0
1354,2727967,candidate_1427,Miotto13,2727920,0,1,2,0
1355,2728437,candidate_1428,Miotto13,2728354,0,1,2,0
1356,2728500,candidate_358,Miotto13,2728389,1,1,2,0
1357,2740513,candidate_1851,Miotto13,2740483,0,1,2,0
1358,2740515,candidate_795,Miotto13,2740485,1,1,2,0
1359,2741563,candidate_1429,Miotto13,2741532,0,1,2,0
1360,2744483,candidate_359,Miotto13,2744423,1,1,2,0
1361,2744603,candidate_360,Miotto13,2744543,1,1,2,0
1362,2745155,candidate_1852,Miotto13,2744985,0,1,2,0
1363,2745245,candidate_796,Miotto13,2744986,1,1,2,0
1364,2745190,candidate_1708,Miotto13,2745156,0,1,2,0
1365,2745243,candidate_1853,Miotto13,2745191,0,1,2,0
1366,2751643,candidate_1430,Miotto13,2751608,0,1,2,0
1367,2752793,candidate_361,Miotto13,2752760,1,1,2,0
1368,2754293,candidate_362,Miotto13,2754250,1,1,2,0
1369,2755213,candidate_363,Miotto13,2755097,1,1,2,0
1370,2759038,candidate_364,Miotto13,2758998,1,1,2,0
1371,2759335,candidate_365,Miotto13,2759305,1,1,2,0
1372,2759566,candidate_641,Miotto13,2759492,1,1,2,0
1373,2759646,candidate_1431,Miotto13,2759494,0,1,2,0
1374,2759618,candidate_366,Miotto13,2759586,1,1,2,0
1375,2759706,candidate_797,Miotto13,2759635,1,1,2,0
1376,2759704,candidate_1854,Miotto13,2759647,0,1,2,0
1377,2760852,candidate_367,Miotto13,2760808,1,1,2,0
1378,2763189,candidate_368,Miotto13,2762959,1,1,2,0
1379,2763842,candidate_642,Miotto13,2763784,1,1,2,0
1380,2763848,candidate_1709,Miotto13,2763817,0,1,2,0
1381,2763891,candidate_1432,Miotto13,2763849,0,1,2,0
1382,2763908,candidate_369,Miotto13,2763850,1,1,2,0
1383,2764013,candidate_370,Miotto13,2763973,1,1,2,0
1384,2765613,candidate_1433,Miotto13,2765480,0,1,2,0
1385,2765541,candidate_371,Miotto13,2765507,1,1,2,0
1386,2771612,candidate_1855,Miotto13,2771578,0,1,2,0
1387,2771614,candidate_798,Miotto13,2771580,1,1,2,0
