,Candidate ID,Start,End,Strand,Type,Length,mean reads coverage,mean conservation,-10 promoter consensus,Terminator,MFE p-val,Array p-val,p-adj,Relative position to CDSs,Within,Antisense to,DistClosestGeneUP,DistClosestGeneDOWN,Northern_validation
943,candidate_944,219424,219601,0,A,177,252.146,0.047,0,1,0.66,9.71E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0188",-493,-115,0
944,candidate_945,219653,219782,0,A,129,220.108,0,0,0,0.722,5.20E-06,5.95E-03,AS,,Rv0188,-264,-296,0
945,candidate_946,219830,219996,0,A,166,758.772,0.064,0,0,0.073,1.35E-01,1.00E+00,AS to 5'/3' UTRs,"3', Rv0189c","3', Rv0188",-87,-510,0
946,candidate_947,223462,223494,0,A,32,91.515,0,0,0,0.798,7.80E-01,1.00E+00,AS,,Rv0191,-68,-1205,0
947,candidate_948,223578,223653,0,A,75,1532.645,0,1,0,0.989,7.75E-01,1.00E+00,AS,,Rv0192,-1086,-89,0
948,candidate_949,234459,234493,0,A,34,564.343,0,0,1,0.001,1.00E+00,1.00E+00,AS,"3', Rv0198c",Rv0197,-60,-2262,0
949,candidate_950,236632,236705,0,A,73,197.189,0,0,1,0.551,3.92E-01,1.00E+00,AS,,Rv0199,-577,-155,0
950,candidate_951,247318,247384,0,A,66,639.746,0.979,0,0,0.319,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv0207c; 5', Rv0206c",,0,0,0
951,candidate_952,262837,262878,0,A,41,156.476,0,1,0,0.961,9.91E-01,1.00E+00,AS,,Rv0220,-1186,-66,0
952,candidate_953,288963,289002,0,A,39,383.45,0,0,0,0.077,6.61E-01,1.00E+00,AS,,Rv0238,-79,-574,0
953,candidate_954,292064,292098,0,A,34,268.8,1.595,1,0,0.241,9.89E-01,1.00E+00,AS to 5'/3' UTRs,"5', Rv0242c","5', Rv0243",35,73,0
954,candidate_955,292269,292301,0,A,32,93.03,0,0,1,0.62,9.90E-01,1.00E+00,AS,,Rv0243,-1224,-130,0
955,candidate_956,292336,292390,0,A,54,97.182,0,1,0,0.582,8.03E-10,9.84E-07,AS,,Rv0243,-1157,-219,0
956,candidate_957,302034,302109,0,A,75,188.908,0.138,0,0,0.752,2.25E-05,2.54E-02,Within 5'/3' UTRs,"3', Rv0251c; 5', Rv0250c",,6,64,0
957,candidate_958,302652,302683,0,A,31,113,0.529,0,0,0.438,1.69E-04,1.84E-01,Within 5'/3' UTRs,"5', Rv0251c",,0,183,0
958,candidate_959,309893,309930,0,A,37,144.237,0,0,0,0.994,3.40E-01,1.00E+00,AS,,Rv0257,-180,-231,0
959,candidate_960,326118,326149,0,A,31,131.781,0,0,0,0.955,9.84E-01,1.00E+00,AS,,Rv0270,-131,-1582,0
960,candidate_961,330428,330531,0,A,103,140.163,0,0,0,0.387,9.90E-01,1.00E+00,AS,,Rv0274,-575,-109,0
961,candidate_962,331658,331690,0,A,32,1559.242,0.134,1,0,0.734,5.96E-02,1.00E+00,AS to 5'/3' UTRs,"5', Rv0275c","5', Rv0276",0,58,0
962,candidate_963,332363,332401,0,A,38,187.436,0,0,0,0.876,9.93E-01,1.00E+00,AS,,Rv0276,-305,-653,0
963,candidate_964,333170,333232,0,A,62,131.19,0.019,1,0,0.732,1.94E-12,2.46E-09,Within 5'/3' UTRs,"5', Rv0277c",,34,205,0
964,candidate_965,333304,333417,0,A,113,274.096,0.072,1,0,0.751,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv0277c",,168,20,0
965,candidate_966,340105,340182,0,A,77,155.103,0,0,1,0.507,1.00E+00,1.00E+00,AS,,Rv0280,-869,-818,0
966,candidate_967,341706,342083,0,A,377,555.981,0.174,1,1,0.963,5.20E+09,0.00E+00,Within 5'/3' UTRs,"3', Rv0281; 5', Rv0282",,-200,-1085,0
967,candidate_968,342222,342259,0,A,37,123.368,0,1,0,0.478,9.82E-01,1.00E+00,AS,,Rv0282,-1803,-129,0
968,candidate_969,345731,345764,0,A,33,105.059,0,0,0,0.642,7.02E-02,1.00E+00,AS,,Rv0284,-3896,-129,0
969,candidate_970,345820,345941,0,A,121,155.582,0,1,0,0.685,1.35E-06,1.56E-03,AS,,Rv0284,-3807,-306,0
970,candidate_971,347408,347481,0,A,73,331.338,0,1,0,0.977,3.95E-01,1.00E+00,AS,,Rv0284,-2219,-1846,0
971,candidate_972,348129,348165,0,A,36,127.081,0,1,1,0.515,9.53E-01,1.00E+00,AS,,Rv0284,-1498,-2530,0
972,candidate_973,348400,348483,0,A,83,980.381,0,1,1,0.447,9.83E-01,1.00E+00,AS,,Rv0284,-1227,-2848,0
973,candidate_974,350509,350645,0,A,136,320.759,0,0,1,0.829,9.74E-01,1.00E+00,AS,,Rv0286,-967,-710,0
974,candidate_975,352874,352919,0,A,45,247.109,0,0,1,0.35,8.58E-01,1.00E+00,AS,,Rv0289,-162,-770,0
975,candidate_976,353000,353066,0,A,66,84.657,0.246,0,0,0.298,8.57E-07,1.00E-03,AS to 5'/3' UTRs,,"3', Rv0289; 5', Rv0290",-36,-917,0
976,candidate_977,363331,363373,0,A,42,189.186,0,1,0,0.585,1.74E-01,1.00E+00,AS,,Rv0298,-148,-121,0
977,candidate_978,377362,377410,0,A,48,137.02,0,0,0,0.711,8.94E-01,1.00E+00,AS,,Rv0308,-467,-297,0
978,candidate_979,377793,377852,0,A,59,149.017,0.053,1,0,0.677,5.32E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0308",-36,-739,0
979,candidate_980,382467,382510,0,A,43,340.295,0.068,0,1,0.044,5.63E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0313",-409,-20,0
980,candidate_981,382546,382593,0,A,47,111.688,0,0,0,0.154,1.00E+00,1.00E+00,AS,,Rv0313,-330,-103,0
981,candidate_982,410873,410904,0,A,31,248.563,0,0,1*,0.807,9.09E-01,1.00E+00,AS,,Rv0342,-1887,-66,0
982,candidate_983,418831,418895,0,A,64,1612.908,0,1,0,0.935,4.89E-01,1.00E+00,AS,,Rv0348,-115,-602,0
983,candidate_984,419704,419750,0,A,46,507.915,0.138,1,0,0.242,4.90E-06,5.61E-03,Intergenic,,,96,85,0
984,candidate_985,419793,419827,0,A,34,135.343,0.441,0,0,0.29,9.97E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0350",185,8,0
985,candidate_986,420887,420931,0,A,44,501.6,0,1,0,0.522,4.35E-03,1.00E+00,AS,,Rv0350,-825,-1096,0
986,candidate_987,421317,421404,0,A,87,315.08,0,1,0,0.913,7.91E-01,1.00E+00,AS,,Rv0350,-395,-1569,0
987,candidate_988,421805,421840,0,A,35,63.722,0,0,0,0.001,8.04E-01,1.00E+00,AS,,Rv0351,-611,-131,0
988,candidate_989,462002,462038,0,A,36,557.189,1.248,1,0,0.309,5.17E-10,6.35E-07,Within 5'/3' UTRs,"5', Rv0384c",,0,97,0
989,candidate_990,476380,476418,0,A,38,255.769,0.095,0,1,0.898,6.68E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv4003",196,261,0
990,candidate_991,491728,491763,0,A,35,79,0,0,1,0.535,8.96E-01,1.00E+00,AS,,Rv0407,-65,-980,0
991,candidate_992,499630,499663,0,A,33,103.353,0.234,1,0,0.443,1.00E+00,1.00E+00,AS to 5'/3' UTRs,"5', Rv0412c","5', Rv0413",11,50,0
992,candidate_993,515854,515917,0,A,63,1379.969,0.073,0,0,0.964,2.87E-04,3.12E-01,Within 5'/3' UTRs,"5', Rv0426c",,38,100,0
993,candidate_994,522143,522184,0,A,41,126.143,0.041,1,1,0.632,9.33E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0434",-24,-670,0
994,candidate_995,551732,551853,0,A,121,352.27,0.01,1,1,0.312,8.65E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0460",-256,-104,0
995,candidate_996,551903,552008,0,A,105,123.481,0.016,0,0,0.557,6.60E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0460",-85,-259,0
996,candidate_997,552039,552164,0,A,125,144.421,0,1,0,0.611,9.95E-01,1.00E+00,AS,,Rv0461,-511,-138,0
997,candidate_998,552199,552276,0,A,77,144.462,0,0,0,0.919,9.97E-01,1.00E+00,AS,,Rv0461,-351,-250,0
998,candidate_999,553260,553300,0,A,40,176.683,0,0,0,0.04,6.04E-01,1.00E+00,AS,,Rv0462,-748,-686,0
999,candidate_1000,553379,553523,0,A,144,278.559,0,1,0,0.837,4.38E-01,1.00E+00,AS,,Rv0462,-629,-909,0
1000,candidate_1001,556570,556627,0,A,57,167.448,0,1,1,0.719,8.36E-04,8.90E-01,AS,,Rv0466,-682,-169,0
1001,candidate_1002,559617,559650,0,A,33,105.235,0,0,1,0.545,1.00E+00,1.00E+00,AS,,Rv0468,-138,-755,0
1002,candidate_1003,572607,572654,0,A,47,304.146,0,0,0,0.697,7.34E-14,9.43E-11,AS,,Rv0483,-458,-944,0
1003,candidate_1004,572685,572737,0,A,52,454.755,0,1,0,0.601,2.60E-08,3.13E-05,AS,,Rv0483,-380,-1027,0
1004,candidate_1005,573973,574013,0,A,40,132.341,0.034,0,0,0.918,4.49E-11,5.62E-08,AS to 5'/3' UTRs,,"5', Rv0485",-1327,-29,0
1005,candidate_1006,579471,579503,0,A,32,82.758,0,0,0,0.596,9.35E-01,1.00E+00,AS,,Rv0490,-1110,-154,0
1006,candidate_1007,580526,580568,0,A,42,227.977,0,1,0,0.759,1.11E-07,1.32E-04,AS,,Rv0490,-55,-1219,0
1007,candidate_1008,587585,587733,0,A,148,234.067,0,1,1,0.802,1.05E-14,1.36E-11,AS,,Rv0497,-724,-356,0
1008,candidate_1009,588072,588102,0,A,30,439.484,0,0,1,0.75,9.84E-01,1.00E+00,AS,,Rv0497,-237,-725,0
1009,candidate_1010,592613,592658,0,A,45,164.109,0,0,1,0.615,3.88E-02,1.00E+00,AS,,Rv0501,-171,-1004,0
1010,candidate_1011,592989,593126,0,A,137,252.551,0,1,1,0.471,1.49E-01,1.00E+00,AS,,Rv0502,-878,-335,0
1011,candidate_1012,601177,601333,0,A,156,239.025,0,1,0,0.563,9.99E-01,1.00E+00,AS,,Rv0509,-670,-892,0
1012,candidate_1013,610175,610207,0,A,32,581.364,0.05,0,0,0.9,7.71E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0518",-708,-19,0
1013,candidate_1014,610868,610955,0,A,87,141.659,0.104,0,0,0.047,9.99E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0518",-15,-767,0
1014,candidate_1015,621921,622028,0,A,107,391.75,0,0,1,0.789,9.99E-01,1.00E+00,AS,,Rv0530,-203,-1121,0
1015,candidate_1016,622097,622295,0,A,198,1084.045,1.019,1,0,0.849,0.00E+00,0.00E+00,AS to 5'/3' UTRs,,"3', Rv0530; 5', Rv0531",-27,-1388,0
1016,candidate_1017,631730,631856,0,A,126,172.717,0.007,0,0,0.164,3.33E-06,3.83E-03,AS to 5'/3' UTRs,,"5', Rv0539",-645,-113,0
1017,candidate_1018,631900,631940,0,A,40,96.024,0,1,1,0.394,0.00E+00,0.00E+00,AS,,Rv0539,-475,-197,0
1018,candidate_1019,658913,658965,0,A,52,100.604,0,0,0,0.148,4.12E-01,1.00E+00,AS,,Rv0567,-427,-644,0
1019,candidate_1020,665588,665795,0,A,207,355.918,0.135,1,0,0.981,4.37E-02,1.00E+00,Within 5'/3' UTRs,"3', Rv0573c; 5', Rv4004",,205,56,0
1020,candidate_1021,670927,670965,0,A,38,120.667,0,0,0,0.983,9.21E-01,1.00E+00,AS,,Rv0576,-225,-1117,0
1021,candidate_1022,675996,676032,0,A,36,1016.135,0.088,1,0,0.229,9.03E-01,1.00E+00,Intergenic,,,80,206,0
1022,candidate_1023,686414,686446,0,A,32,126.364,0,1,1,0.874,9.77E-01,1.00E+00,AS,,Rv0588,-401,-518,0
1023,candidate_1024,704212,704245,0,A,33,1996.5,0.138,0,0,0.001,1.33E-01,1.00E+00,Intergenic,,,155,507,0
1024,candidate_1025,728522,728556,0,A,34,253.457,0.138,0,0,1,9.39E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv0632c",,216,27,0
1025,candidate_1026,731147,731191,0,A,44,142.956,0,1,0,0.285,8.36E-01,1.00E+00,AS,,Rv0634A,-217,-78,0
1026,candidate_1027,731280,731377,0,A,97,192.112,0.018,0,0,0.96,9.41E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0634A",-84,-264,0
1027,candidate_1028,731588,731749,0,A,161,567.877,0.041,1,0,0.21,1.00E+00,1.00E+00,AS,,"Rvnt07; 5', Rv634B",-291,-146,0
1028,candidate_1029,732392,732787,0,A,395,606.407,0,1,0,0.61,4.02E+08,4.46E-02,AS,,Rv0636,-429,-857,-1
1029,candidate_1030,733524,733557,0,A,33,185.882,0,0,0,0.505,9.99E-01,1.00E+00,AS,,Rvnt08,-72,-33,0
1030,candidate_1031,734197,734273,0,A,76,270.545,0.054,0,0,0.867,3.27E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0638; 5', Rv0639",-773,-536,0
1031,candidate_1032,734379,734549,0,A,170,209.702,0,1,1,0.523,2.05E-04,2.23E-01,AS,,Rv0639,-591,-295,0
1032,candidate_1033,737203,737237,0,A,34,146.971,0.084,0,0,0.622,9.52E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv0643c; 5', Rv0642c",,0,31,0
1033,candidate_1034,739186,739227,0,A,41,510.286,0.079,1,0,0.031,9.87E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv0644c",,26,100,0
1034,candidate_1035,748168,748203,0,A,35,106.444,1.646,0,0,0.001,5.27E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0651",223,73,0
1035,candidate_1036,748797,748829,0,A,32,326.364,0.071,0,0,0.724,6.56E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0651; 5', Rv0652",-15,-553,0
1036,candidate_1037,758524,758615,0,A,91,152.141,0.011,1,1,0.264,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0664",-280,-83,0
1037,candidate_1038,760159,760260,0,A,101,195.059,0,0,0,0.712,9.99E-01,1.00E+00,AS,,Rv0667,-3166,-453,0
1038,candidate_1039,767311,767371,0,A,60,168.131,1.405,0,1,0.078,2.22E-05,2.50E-02,AS to 5'/3' UTRs,,"3', Rv0668",-9,-4001,0
1039,candidate_1040,771525,771559,0,A,34,139.629,0,0,0,0.789,3.57E-02,1.00E+00,AS,,Rv0672,-1587,-75,0
1040,candidate_1041,781427,781459,0,A,32,156.364,0.57,1,0,0.37,9.94E-01,1.00E+00,Intergenic,,,116,101,0
1041,candidate_1042,782459,782605,0,A,146,179.442,0.301,0,0,0.727,3.22E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0684",-2131,-120,0
1042,candidate_1043,784454,784764,0,A,310,490.527,0.222,0,1,0.482,9.96E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0684; 5', Rv0685",-136,-2279,0
1043,candidate_1044,793856,793889,0,A,33,110.382,0,0,0,0.623,9.94E-01,1.00E+00,AS,,Rv0694,-669,-554,0
1044,candidate_1045,800695,800726,0,A,31,112.188,0,0,0,0.015,9.98E-01,1.00E+00,AS,,Rv0700,-97,-239,0
1045,candidate_1046,800777,800866,0,A,89,172.556,0,1,0,0.199,9.96E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0700; 5', Rv0701",-685,-379,0
1046,candidate_1047,802107,802181,0,A,74,120.853,0,1,0,0.597,9.24E-01,1.00E+00,AS,,Rv0702; Rv0703,-328,-719,0
1047,candidate_1048,802237,802319,0,A,82,124.988,0,1,0,0.89,9.29E-01,1.00E+00,AS,,Rv0703,-198,-186,0
1048,candidate_1049,802488,802568,0,A,80,618.642,0.28,1,0,0.144,9.81E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0704",-882,-40,0
1049,candidate_1050,802703,802807,0,A,104,338.305,0,0,0,0.4,9.38E-01,1.00E+00,AS,,Rv0704,-667,-279,0
1050,candidate_1051,803377,803414,0,A,37,122.579,0.12,0,0,0.999,9.96E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0704; 3', Rv0705",-315,-3,0
1051,candidate_1052,803460,803706,0,A,246,310.769,0,1,0,0.034,1.85E-03,1.00E+00,AS,,Rv0705,-822,-295,0
1052,candidate_1053,804227,804354,0,A,127,343.352,0,0,1,0.482,8.19E-01,1.00E+00,AS,,Rv0706; Rv0707,-879,-665,0
1053,candidate_1054,805396,805629,0,A,233,1698.393,0,1,1,0.3,5.85E-01,1.00E+00,AS,,Rv0708; Rv0709,-363,-519,0
1054,candidate_1055,806143,806218,0,A,75,114.382,0.905,0,1,0.002,9.66E-02,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0710",-23,-462,0
1055,candidate_1056,814755,814926,0,A,171,163.517,0,0,1,0.832,9.92E-01,1.00E+00,AS,,Rv0721,-235,-598,0
1056,candidate_1057,826462,826492,0,A,30,106.935,0,0,0,0.448,9.88E-01,1.00E+00,AS,,Rv0733,-205,-370,0
1057,candidate_1058,850611,850642,0,A,31,92.031,0.649,0,0,0.66,7.85E-01,1.00E+00,Within 5'/3' UTRs,"3', Rvnt09",,84,0,0
1058,candidate_1059,851545,851743,0,A,198,1195.925,0.204,1,0,0.924,0.00E+00,0.00E+00,AS to 5'/3' UTRs,,"5', Rv0757",-806,-135,0
1059,candidate_1060,852061,852103,0,A,42,113.302,0,0,0,0.492,8.84E-01,1.00E+00,AS,,Rv0757,-290,-495,0
1060,candidate_1061,852521,852555,0,A,34,120.343,0,0,0,0.83,8.91E-01,1.00E+00,AS,,Rv0758,-1332,-159,0
1061,candidate_1062,852588,852656,0,A,68,202.884,0,0,0,0.245,3.70E-03,1.00E+00,AS,,Rv0758,-1265,-260,0
1062,candidate_1063,860867,860910,0,A,43,155.318,0.138,0,0,0.184,4.63E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0768",157,2,0
1063,candidate_1064,872009,872104,0,A,95,200.156,0,1,1,0.939,2.17E-05,2.45E-02,AS,,Rv0778,-666,-673,0
1064,candidate_1065,873982,874081,0,A,99,171.7,0,0,0,0.298,9.99E-01,1.00E+00,AS,,Rv0780,-254,-738,0
1065,candidate_1066,874587,874625,0,A,38,72.077,0,0,0,0.429,4.85E-03,1.00E+00,AS,,Rv0781,-356,-392,0
1066,candidate_1067,874709,874749,0,A,40,225.122,0,1,0,0.071,9.98E-01,1.00E+00,AS,,Rv0781; Rv0782,-1681,-516,0
1067,candidate_1068,880366,880409,0,A,43,246.227,0,1,0,0.186,9.86E-01,1.00E+00,AS,,Rv0785,-674,-1069,0
1068,candidate_1069,882283,882367,0,A,84,297.588,0,1,1,0.739,8.07E-03,1.00E+00,AS,,Rv0787,-135,-908,0
1069,candidate_1070,898831,898899,0,A,68,165.406,0,0,0,0.05,9.07E-01,1.00E+00,AS,,Rv0805,-956,-68,0
1070,candidate_1071,899569,899624,0,A,55,396.536,0,0,0,0.439,9.48E-01,1.00E+00,AS,,Rv0805,-218,-793,0
1071,candidate_1072,904079,904157,0,A,78,158.418,0,0,0,0.549,8.95E-01,1.00E+00,AS,,Rv0809,-740,-432,0
1072,candidate_1073,904787,904881,0,A,94,220.968,0.09,0,1,0.812,2.39E-06,2.76E-03,AS to 5'/3' UTRs,"3', Rv0810c","3', Rv0809",-32,-1156,0
1073,candidate_1074,905114,905163,0,A,49,233.2,4.631,1,0,0.43,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv0811c; 5', Rv0810c",,27,71,0
1074,candidate_1075,909367,909583,0,A,216,804.862,2.357,1,0,0.354,3.77E-01,1.00E+00,Within 5'/3' UTRs,"3', Rv0816c; 5', Rv0815c",,49,28,0
1075,candidate_1076,912891,912929,0,A,38,117.385,0,1,0,0.957,9.75E-01,1.00E+00,AS,,Rv0820,-611,-203,0
1076,candidate_1077,919570,919617,0,A,47,1384.167,0.534,1,0,0.666,1.48E-04,1.62E-01,AS to 5'/3' UTRs,"5', Rv0825c","5', Rv0826",17,17,0
1077,candidate_1078,923999,924034,0,A,35,197.083,0,0,0,0.252,9.95E-01,1.00E+00,AS,,Rvnt11,-73,-35,0
1078,candidate_1079,937859,937899,0,A,40,96.049,0.138,0,0,0.398,9.95E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0841",24,213,0
1079,candidate_1080,937956,938239,0,A,283,668.528,0.067,1,0,0.048,0.00E+00,0.00E+00,AS to 5'/3' UTRs,,"5', Rv0842",-1448,-127,1
1080,candidate_1081,944451,944493,0,A,42,95.698,0,0,0,0.223,7.07E-01,1.00E+00,AS,,Rv0847,-284,-150,0
1081,candidate_1082,965543,965597,0,A,54,230.309,3.647,0,0,0.914,1.81E-02,1.00E+00,Within 5'/3' UTRs,"5', Rv0867c",,8,386,0
1082,candidate_1083,965725,965759,0,A,34,67.829,0.916,0,0,0.53,2.70E-08,3.24E-05,Intergenic,,,190,224,0
1083,candidate_1084,976049,976090,0,A,41,681.429,0.082,0,0,0.748,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0877",-814,-15,0
1084,candidate_1085,983465,983647,0,A,182,522.153,0,1,1,0.732,9.98E-01,1.00E+00,AS,,Rv0885,-319,-885,0
1085,candidate_1086,987053,987162,0,A,109,460.755,0.138,1,0,0.27,3.73E-04,4.03E-01,AS to 5'/3' UTRs,,"5', Rv0888",1082,71,0
1086,candidate_1087,987896,987951,0,A,55,135.732,0,0,0,0.463,1.00E+00,1.00E+00,AS,,Rv0888,-809,-718,0
1087,candidate_1088,988225,988255,0,A,30,134.613,0,1,0,0.452,9.79E-01,1.00E+00,AS,,Rv0888,-480,-1022,0
1088,candidate_1089,995028,995098,0,A,70,104.085,0,1,0,0.246,9.81E-01,1.00E+00,AS,,Rv0892,-312,-1245,0
1089,candidate_1090,999814,999852,0,A,38,312.205,0,0,1,0.777,3.89E-01,1.00E+00,AS,,Rv0896,-953,-380,0
1090,candidate_1091,1000043,1000095,0,A,52,314.019,0,0,0,0.766,1.77E-01,1.00E+00,AS,,Rv0896,-724,-623,0
1091,candidate_1092,1002798,1002842,0,A,44,377.289,0.04,1,0,0.308,9.99E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0899",-994,-30,0
1092,candidate_1093,1014668,1014744,0,A,76,152.403,0.022,0,0,0.288,8.88E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0909",-192,-63,0
1093,candidate_1094,1027094,1027159,0,A,65,165.167,0.016,0,0,0.397,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0921",-591,-55,0
1094,candidate_1095,1027194,1027278,0,A,84,101.4,0,1,0,0.468,9.49E-01,1.00E+00,AS,,Rv0921,-491,-174,0
1095,candidate_1096,1041129,1041165,0,A,36,226.811,0.138,1,1,0.955,1.20E-10,1.48E-07,Intergenic,,,81,99,1
1096,candidate_1097,1043759,1043814,0,A,55,212.536,0,0,0,0.67,9.77E-01,1.00E+00,AS,,Rv0935,-556,-515,0
1097,candidate_1098,1061654,1061732,0,A,78,887.405,1.416,1,0,0.624,4.89E-01,1.00E+00,Within 5'/3' UTRs,"5', Rv0950c",,0,232,0
1098,candidate_1099,1061936,1062000,0,A,64,192.8,0.057,0,0,0.995,2.12E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv0951",-1191,-36,0
1099,candidate_1100,1062221,1062264,0,A,43,92.205,0,0,1,0.497,7.04E-01,1.00E+00,AS,,Rv0951,-906,-300,0
1100,candidate_1101,1063127,1063224,0,A,97,181.592,0,0,1,0.68,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0951; 5', Rv0952",-924,-84,0
1101,candidate_1102,1065547,1065604,0,A,57,375.931,0,1,0,0.933,1.00E+00,1.00E+00,AS,,Rv0954,-491,-477,0
1102,candidate_1103,1067826,1067877,0,A,51,121.192,0,1,1,0.37,2.79E-01,1.00E+00,AS,,Rv0956,-382,-316,0
1103,candidate_1104,1068089,1068126,0,A,37,90.579,0,0,1,0.749,8.18E-01,1.00E+00,AS,,Rv0956,-119,-565,0
1104,candidate_1105,1073268,1073304,0,A,36,83.243,0.116,1,0,0.308,1.00E+00,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0959",-5,-2049,0
1105,candidate_1106,1074111,1074143,0,A,32,170.788,0,0,0,0.024,1.00E+00,1.00E+00,AS,,Rv0961,-310,-69,0
1106,candidate_1107,1074200,1074233,0,A,33,265.971,0,1,0,0.834,1.00E+00,1.00E+00,AS,,Rv0961,-221,-159,0
1107,candidate_1108,1097350,1097421,0,A,71,223.403,0,0,0,0.716,1.10E-01,1.00E+00,AS,,Rv0981,-158,-605,0
1108,candidate_1109,1097463,1097506,0,A,43,130.182,0,0,0,0.342,6.46E-02,1.00E+00,AS,,Rv0981,-45,-690,0
1109,candidate_1110,1097688,1097721,0,A,33,181.353,0,1,0,0.669,9.96E-01,1.00E+00,AS,,Rv0982,-1334,-213,0
1110,candidate_1111,1099040,1099141,0,A,101,240.5,0.034,1,0,0.211,1.09E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv0982; 5', Rv0983",-1420,-75,0
1111,candidate_1112,1099540,1099583,0,A,43,232.886,0,0,1,0.679,4.47E-06,5.13E-03,AS,,Rv0983,-920,-517,0
1112,candidate_1113,1103589,1103624,0,A,35,104.722,0,1,0,0.81,9.36E-01,1.00E+00,AS,,Rv0983,-1520,-1082,0
1113,candidate_1114,1106307,1106337,0,A,30,207.226,0.138,1,0,0.693,1.00E+00,1.00E+00,AS to 5'/3' UTRs,"3', Rv0989c","3', Rv0988",31,68,0
1114,candidate_1115,1108504,1108550,0,A,46,1042.447,2.222,1,1,0.951,0.00E+00,0.00E+00,Within 5'/3' UTRs,"3', Rv0992c; 5', Rv0991c",,0,28,0
1115,candidate_1116,1113505,1113581,0,A,76,794.649,0.009,0,0,0.382,1.00E+00,1.00E+00,AS,,Rvnt15,-78,-70,0
1116,candidate_1117,1124112,1124285,0,A,173,218.983,0,1,0,0.07,3.64E-01,1.00E+00,AS,,Rv1006,-1305,-571,0
1117,candidate_1118,1127902,1128064,0,A,162,777.865,1.067,1,1,0.496,9.89E-01,1.00E+00,AS to 5'/3' UTRs,,"3', Rv1008; 5', Rv1009",19,27,0
1118,candidate_1119,1131583,1131614,0,A,31,70.156,0.482,0,0,0.495,9.80E-01,1.00E+00,AS to 5'/3' UTRs,,"5', Rv1013",162,11,0
1119,candidate_1120,1131945,1132039,0,A,94,220.621,0,0,1,0.213,1.00E+00,1.00E+00,AS,,Rv1013,-1314,-414,0
1120,candidate_1121,1132075,1132182,0,A,107,321.389,0,0,0,0.055,7.28E-05,8.06E-02,AS,,Rv1013,-1184,-557,0
1121,candidate_1122,1148207,1148237,0,A,30,101.065,0.113,1,0,0.366,9.95E-01,1.00E+00,Intergenic,,,229,190,0
1122,candidate_1123,1169232,1169315,0,A,83,215.798,0.083,0,0,0.626,5.55E-17,7.24E-14,Within 5'/3' UTRs,"5', Rv1046c",,4,108,0
1123,candidate_1124,1196674,1196801,0,A,127,168.672,0,0,1,0.149,9.64E-01,1.00E+00,AS,,Rv1072,-441,-522,0
1124,candidate_1125,1198063,1198115,0,A,52,138.849,0.086,0,1,0.862,1.01E-02,1.00E+00,AS to 5'/3' UTRs,"3', Rv1074c","3', Rv1073",-19,-884,0
1125,candidate_1126,1200510,1200605,0,A,95,526.438,1.145,1,0,0.02,1.06E-03,1.00E+00,Intergenic,,,140,162,0
1126,candidate_1127,1201750,1201788,0,A,38,255.897,0,0,0,0.094,8.98E-01,1.00E+00,AS,,Rv0177,-1361,-71,0
