,name,end,start,strand,source
1260,Rv1240,1384202,1383213,1,Refseq
1261,Rv1241,1384538,1384278,1,Refseq
1262,Rv1242,1384966,1384535,1,Refseq
1263,Rv1243c,1386677,1384989,0,Refseq
1264,Rv1244,1387717,1386857,1,Refseq
1265,Rv1245c,1388628,1387798,0,Refseq
1266,Rv1246c,1388978,1388685,0,Refseq
1267,Rv1247c,1389244,1388975,0,Refseq
1268,Rv1248c,1393052,1389357,0,Refseq
1269,Rv1249c,1393982,1393194,0,Refseq
1270,Rv1250,1395918,1394179,1,Refseq
1271,Rv1251c,1399240,1395821,0,Refseq
1272,Rv1252c,1399904,1399296,0,Refseq
1273,Rv1253,1401661,1399970,1,Refseq
1274,Rv1254,1402809,1401658,1,Refseq
1275,Rv1255c,1403386,1402778,0,Refseq
1276,Rv1256c,1404603,1403386,0,Refseq
1277,Rv1257c,1406084,1404717,0,Refseq
1278,Rv1258c,1407340,1406081,0,Refseq
1279,Rv1259,1408238,1407339,1,Refseq
1280,Rv1260,1409358,1408240,1,Refseq
1281,Rv1261c,1409933,1409484,0,Refseq
1282,Rv1262c,1410372,1409938,0,Refseq
1283,Rv1263,1411819,1410431,1,Refseq
1284,Rv1264,1413087,1411894,1,Refseq
1285,Rv1265,1413940,1413260,1,Refseq
1286,Rv1266c,1415840,1413960,0,Refseq
1287,Rv1267c,1417347,1416181,0,Refseq
1288,Rv1268c,1418356,1417658,0,Refseq
1289,Rv1269c,1418953,1418579,0,Refseq
1290,Rv1270c,1419748,1419014,0,Refseq
1291,Rv1271c,1420302,1419961,0,Refseq
1292,Rv1272c,1422305,1420410,0,Refseq
1293,Rv1273c,1424050,1422302,0,Refseq
1294,Rv1274,1424754,1424197,1,Refseq
1295,Rv1275,1425293,1424751,1,Refseq
1296,Rv1276c,1425914,1425438,0,Refseq
1297,Rv1277,1427417,1426164,1,Refseq
1298,Rv1278,1430041,1427414,1,Refseq
1299,Rv1279,1431648,1430062,1,Refseq
1300,Rv1280c,1433440,1431665,0,Refseq
1301,Rv1281c,1435271,1433433,0,Refseq
1302,Rv1282c,1436143,1435268,0,Refseq
1303,Rv1283c,1437117,1436140,0,Refseq
1304,Rv1284,1437815,1437324,1,Refseq
1305,Rv1285,1438907,1437909,1,Refseq
1306,Rv1286,1440751,1438907,1,Refseq
1307,Rv1287,1441290,1440805,1,Refseq
1308,Rv1288,1442718,1441348,1,Refseq
1309,Rv1289,1443399,1442767,1,Refseq
1310,Rv1290A,1445372,1445058,1,Refseq
1311,Rv1290c,1445047,1443482,0,Refseq
1312,Rv1291c,1445834,1445499,0,Refseq
1313,Rv1292,1448031,1446379,1,Refseq
1314,Rv1293,1449371,1448028,1,Refseq
1315,Rv1294,1450700,1449375,1,Refseq
1316,Rv1295,1451779,1450697,1,Refseq
1317,Rv1296,1452947,1451997,1,Refseq
1318,Rv1297,1455012,1453204,1,Refseq
1319,Rv1298,1455405,1455163,1,Refseq
1320,Rv1299,1456568,1455495,1,Refseq
1321,Rv1300,1457542,1456565,1,Refseq
1322,Rv1301,1458211,1457558,1,Refseq
1323,Rv1302,1459509,1458295,1,Refseq
1324,Rv1303,1460251,1459766,1,Refseq
1325,Rv1304,1460996,1460244,1,Refseq
1326,Rv1305,1461290,1461045,1,Refseq
1327,Rv1306,1461836,1461321,1,Refseq
1328,Rv1307,1463183,1461843,1,Refseq
1329,Rv1308,1464877,1463228,1,Refseq
1330,Rv1309,1465801,1464884,1,Refseq
1331,Rv1310,1467301,1465841,1,Refseq
1332,Rv1311,1467680,1467315,1,Refseq
1333,Rv1312,1468131,1467688,1,Refseq
1334,Rv1313c,1469505,1468171,0,Refseq
1335,Rv1314c,1470252,1469671,0,Refseq
1336,Rv1315,1471577,1470321,1,Refseq
1337,Rv1316c,1477631,1477134,0,Refseq
1338,Rv1317c,1479118,1477628,0,Refseq
1339,Rv1318c,1480824,1479199,0,Refseq
1340,Rv1319c,1482501,1480894,0,Refseq
1341,Rv1320c,1484217,1482514,0,Refseq
1342,Rv1321,1484959,1484279,1,Refseq
1343,Rv1322,1485278,1484982,1,Refseq
1344,Rv1322A,1485771,1485313,0,Refseq
1345,Rv1323,1487031,1485862,1,Refseq
1346,Rv1324,1488075,1487161,1,Refseq
1347,Rv1325c,1489965,1488154,0,Refseq
1348,Rv1326c,1492312,1490117,0,Refseq
1349,Rv1327c,1494425,1492320,0,Refseq
1350,Rv1328,1497155,1494564,1,Refseq
1351,Rv1329c,1499189,1497195,0,Refseq
1352,Rv1330c,1500559,1499213,0,Refseq
1353,Rv1331,1500966,1500661,1,Refseq
1354,Rv1332,1501582,1500926,1,Refseq
1355,Rv1333,1502633,1501599,1,Refseq
1356,Rv1334,1503081,1502641,1,Refseq
1357,Rv1335,1503384,1503103,1,Refseq
1358,Rv1336,1504365,1503394,1,Refseq
1359,Rv1337,1505078,1504356,1,Refseq
1360,Rv1338,1505890,1505075,1,Refseq
1361,Rv1339,1506738,1505917,1,Refseq
1362,Rv1340,1507534,1506755,1,Refseq
1363,Rv1341,1508187,1507573,1,Refseq
1364,Rv1342c,1508546,1508184,0,Refseq
1365,Rv1343c,1508923,1508543,0,Refseq
1366,Rv1344,1509288,1508968,1,Refseq
1367,Rv1345,1510846,1509281,1,Refseq
1368,Rv1346,1512006,1510846,1,Refseq
1369,Rv1347c,1512605,1511973,0,Refseq
1370,Rv1348,1515626,1513047,1,Refseq
1371,Rv1349,1517362,1515623,1,Refseq
1372,Rv1350,1518234,1517491,1,Refseq
1373,Rv1351,1518560,1518231,1,Refseq
1374,Rv1352,1519134,1518763,1,Refseq
1375,Rv1353c,1519985,1519200,0,Refseq
1376,Rv1354c,1521876,1520005,0,Refseq
1377,Rv1355c,1524032,1521885,0,Refseq
1378,Rv1356c,1524820,1524029,0,Refseq
1379,Rv1357c,1526216,1525293,0,Refseq
1380,Rv1358,1530091,1526612,1,Refseq
1381,Rv1359,1530925,1530173,1,Refseq
1382,Rv1360,1532370,1531348,1,Refseq
1383,Rv1361c,1533633,1532443,0,Refseq
1384,Rv1362c,1534610,1533948,0,Refseq
1385,Rv1363c,1535392,1534607,0,Refseq
1386,Rv1364c,1537644,1535683,0,Refseq
1387,Rv1365c,1538169,1537783,0,Refseq
1388,Rv1366,1539211,1538390,1,Refseq
1389,Rv1367c,1540645,1539512,0,Refseq
1390,Rv1368,1541805,1541020,1,Refseq
1391,Rv1369c,1542878,1541994,0,Refseq
1392,Rv1370c,1543255,1542929,0,Refseq
1393,Rv1371,1544828,1543359,1,Refseq
1394,Rv1372,1546006,1544825,1,Refseq
1395,Rv1373,1546992,1546012,1,Refseq
1396,Rv1374c,1547530,1547072,0,Refseq
1397,Rv1375,1549151,1547832,1,Refseq
1398,Rv1376,1550641,1549148,1,Refseq
1399,Rv1377c,1551217,1550579,0,Refseq
1400,Rv1378c,1552655,1551228,0,Refseq
1401,Rv1379,1553235,1552654,1,Refseq
1402,Rv1380,1554191,1553232,1,Refseq
1403,Rv1381,1555480,1554188,1,Refseq
1404,Rv1382,1555974,1555477,1,Refseq
1405,Rv1383,1557101,1555971,1,Refseq
1406,Rv1384,1560448,1557101,1,Refseq
1407,Rv1385,1561269,1560445,1,Refseq
1408,Rv1386,1561772,1561464,1,Refseq
1409,Rv1387,1563388,1561769,1,Refseq
1410,Rv1388,1564266,1563694,1,Refseq
1411,Rv1389,1565027,1564401,1,Refseq
1412,Rv1390,1565425,1565093,1,Refseq
1413,Rv1391,1566697,1565441,1,Refseq
1414,Rv1392,1568036,1566825,1,Refseq
1415,Rv1393c,1569587,1568109,0,Refseq
1416,Rv1394c,1570969,1569584,0,Refseq
1417,Rv1395,1572081,1571047,1,Refseq
1418,Rv1396c,1573857,1572127,0,Refseq
1419,Rv1397c,1574513,1574112,0,Refseq
1420,Rv1398c,1574767,1574510,0,Refseq
1421,Rv1399c,1575809,1574850,0,Refseq
1422,Rv1400c,1576796,1575834,0,Refseq
1423,Rv1401,1577532,1576930,1,Refseq
1424,Rv1402,1579580,1577613,1,Refseq
1425,Rv1403c,1580422,1579598,0,Refseq
1426,Rv1404,1581073,1580591,1,Refseq
1427,Rv1405c,1581969,1581145,0,Refseq
1428,Rv1406,1583104,1582166,1,Refseq
1429,Rv1407,1584474,1583101,1,Refseq
1430,Rv1408,1585197,1584499,1,Refseq
1431,Rv1409,1586213,1585194,1,Refseq
1432,Rv1410c,1587766,1586210,0,Refseq
1433,Rv1411c,1588482,1587772,0,Refseq
1434,Rv1412,1589172,1588567,1,Refseq
1435,Rv1413,1589901,1589386,1,Refseq
1436,Rv1414,1590292,1589891,1,Refseq
1437,Rv1415,1591674,1590397,1,Refseq
1438,Rv1416,1592153,1591689,1,Refseq
1439,Rv1417,1592614,1592150,1,Refseq
1440,Rv1418,1593325,1592639,1,Refseq
1441,Rv1419,1593978,1593505,1,Refseq
1442,Rv1420,1595982,1594042,1,Refseq
1443,Rv1421,1596884,1595979,1,Refseq
1444,Rv1422,1597909,1596881,1,Refseq
1445,Rv1423,1598883,1597906,1,Refseq
1446,Rv1424c,1599654,1598893,0,Refseq
1447,Rv1425,1601037,1599658,1,Refseq
1448,Rv1426c,1602321,1601059,0,Refseq
1449,Rv1427c,1603928,1602321,0,Refseq
1450,Rv1428c,1604759,1603932,0,Refseq
1451,Rv1429,1606146,1604878,1,Refseq
1452,Rv1430,1607972,1606386,1,Refseq
1453,Rv1431,1609852,1608083,1,Refseq
1454,Rv1432,1611270,1609849,1,Refseq
1455,Rv1433,1612249,1611434,1,Refseq
1456,Rv1434,1612393,1612256,1,Refseq
1457,Rv1435c,1612950,1612342,0,Refseq
1458,Rv1436,1614326,1613307,1,Refseq
1459,Rv1437,1615567,1614329,1,Refseq
1460,Rv1438,1616349,1615564,1,Refseq
1461,Rv1439c,1617386,1616961,0,Refseq
1462,Rv1440,1618070,1617837,1,Refseq
1463,Rv1441c,1619684,1618209,0,Refseq
1464,Rv1442,1622091,1619791,1,Refseq
1465,Rv1443c,1622692,1622207,0,Refseq
1466,Rv1444c,1623697,1623287,0,Refseq
1467,Rv1445c,1624457,1623714,0,Refseq
1468,Rv1446c,1625365,1624454,0,Refseq
1469,Rv1447c,1626962,1625418,0,Refseq
1470,Rv1448c,1628080,1626959,0,Refseq
1471,Rv1449c,1630199,1628097,0,Refseq
1472,Rv1450c,1634627,1630638,0,Refseq
1473,Rv1451,1635955,1635029,1,Refseq
1474,Rv1452c,1638229,1636004,0,Refseq
1475,Rv1453,1639646,1638381,1,Refseq
1476,Rv1454c,1640660,1639674,0,Refseq
1477,Rv1455,1641543,1640680,1,Refseq
1478,Rv1456c,1642425,1641493,0,Refseq
1479,Rv1457c,1643322,1642537,0,Refseq
1480,Rv1458c,1644260,1643319,0,Refseq
1481,Rv1459c,1646138,1644363,0,Refseq
1482,Rv1460,1646992,1646186,1,Refseq
1483,Rv1461,1649529,1646989,1,Refseq
1484,Rv1462,1650719,1649526,1,Refseq
1485,Rv1463,1651516,1650716,1,Refseq
1486,Rv1464,1652771,1651518,1,Refseq
1487,Rv1465,1653256,1652768,1,Refseq
1488,Rv1466,1653578,1653231,1,Refseq
1489,Rv1467c,1655502,1653673,0,Refseq
1490,Rv1468c,1656721,1655609,0,Refseq
1491,Rv1469,1658936,1656963,1,Refseq
1492,Rv1470,1659354,1658980,1,Refseq
1493,Rv1471,1659741,1659370,1,Refseq
1494,Rv1472,1660620,1659763,1,Refseq
1495,Rv1473,1662284,1660656,1,Refseq
1496,Rv1473A,1662572,1662381,1,Refseq
1497,Rv1474c,1663204,1662641,0,Refseq
1498,Rv1475c,1666046,1663215,0,Refseq
1499,Rv1476,1666764,1666204,1,Refseq
1500,Rv1477,1668408,1666990,1,Refseq
1501,Rv1478,1669144,1668419,1,Refseq
1502,Rv1479,1670416,1669283,1,Refseq
1503,Rv1480,1671366,1670413,1,Refseq
1504,Rv1481,1672384,1671377,1,Refseq
1505,Rv1482c,1673299,1672457,0,Refseq
1506,Rv1483,1674183,1673440,1,Refseq
1507,Rv1484,1675011,1674202,1,Refseq
1508,Rv1485,1676051,1675017,1,Refseq
1509,Rv1486c,1676883,1676017,0,Refseq
1510,Rv1487,1677375,1676941,1,Refseq
1511,Rv1488,1678542,1677397,1,Refseq
1512,Rv1489,1678908,1678552,1,Refseq
1513,Rv1489A,1679172,1678942,1,Refseq
1514,Rv1490,1680629,1679322,1,Refseq
1515,Rv1491c,1681966,1681208,0,Refseq
1516,Rv1492,1684004,1682157,1,Refseq
1517,Rv1493,1686257,1684005,1,Refseq
1518,Rv1494,1686573,1686271,1,Refseq
1519,Rv1495,1686887,1686570,1,Refseq
1520,Rv1496,1687888,1686884,1,Refseq
1521,Rv1497,1689230,1687941,1,Refseq
1522,Rv1498A,1690346,1690134,0,Refseq
1523,Rv1498c,1689920,1689303,0,Refseq
1524,Rv1499,1690805,1690407,1,Refseq
1525,Rv1500,1691878,1690850,1,Refseq
1526,Rv1501,1692711,1691890,1,Refseq
1527,Rv1502,1693823,1692924,1,Refseq
1528,Rv1503c,1694544,1693996,0,Refseq
1529,Rv1504c,1695144,1694545,0,Refseq
1530,Rv1505c,1695946,1695281,0,Refseq
1531,Rv1506c,1696443,1695943,0,Refseq
1532,Rv1507A,1697859,1697356,1,Refseq
1533,Rv1507c,1697422,1696727,0,Refseq
1534,Rv1508A,1700228,1699866,1,Refseq
1535,Rv1508c,1699894,1698095,0,Refseq
1536,Rv1509,1701093,1700212,1,Refseq
1537,Rv1510,1702593,1701295,1,Refseq
1538,Rv1511,1704096,1703074,1,Refseq
1539,Rv1512,1705061,1704093,1,Refseq
1540,Rv1513,1705789,1705058,1,Refseq
1541,Rv1514c,1706595,1705807,0,Refseq
1542,Rv1515c,1707526,1706630,0,Refseq
1543,Rv1516c,1708539,1707529,0,Refseq
1544,Rv1517,1709635,1708871,1,Refseq
1545,Rv1518,1710603,1709644,1,Refseq
1546,Rv1519,1711002,1710733,1,Refseq
1547,Rv1520,1712068,1711028,1,Refseq
1548,Rv1521,1714053,1712302,1,Refseq
1549,Rv1522c,1717612,1714172,0,Refseq
1550,Rv1523,1718696,1717653,1,Refseq
1551,Rv1524,1719970,1718726,1,Refseq
1552,Rv1525,1720802,1720017,1,Refseq
1553,Rv1526c,1722060,1720780,0,Refseq
1554,Rv1527c,1728409,1722083,0,Refseq
1555,Rv1528c,1729450,1728953,0,Refseq
1556,Rv1529,1731256,1729502,1,Refseq
1557,Rv1530,1732476,1731373,1,Refseq
1558,Rv1531,1733039,1732473,1,Refseq
1559,Rv1532c,1733550,1733116,0,Refseq
1560,Rv1533,1734737,1733610,1,Refseq
1561,Rv1534,1735411,1734734,1,Refseq
1562,Rv1535,1736212,1735976,1,Refseq
1563,Rv1536,1739644,1736519,1,Refseq
1564,Rv1537,1741247,1739841,1,Refseq
1565,Rv1538c,1742192,1741212,0,Refseq
1566,Rv1539,1742852,1742244,1,Refseq
1567,Rv1540,1743771,1742845,1,Refseq
1568,Rv1541c,1744371,1743778,0,Refseq
1569,Rv1542c,1744836,1744426,0,Refseq
1570,Rv1543,1746089,1745064,1,Refseq
1571,Rv1544,1746897,1746094,1,Refseq
1572,Rv1545,1747146,1746919,1,Refseq
1573,Rv1546,1747626,1747195,1,Refseq
1574,Rv1547,1751248,1747694,1,Refseq
1575,Rv1548c,1753333,1751297,0,Refseq
1576,Rv1549,1754037,1753510,1,Refseq
1577,Rv1550,1755431,1753716,1,Refseq
1578,Rv1551,1757310,1755445,1,Refseq
1579,Rv1552,1759432,1757681,1,Refseq
1580,Rv1553,1760178,1759435,1,Refseq
1581,Rv1554,1760555,1760175,1,Refseq
1582,Rv1555,1760929,1760552,1,Refseq
1583,Rv1556,1761605,1760997,1,Refseq
1584,Rv1557,1762937,1761744,1,Refseq
1585,Rv1558,1763393,1762947,1,Refseq
1586,Rv1559,1764717,1763428,1,Refseq
1587,Rv1560,1764973,1764755,1,Refseq
1588,Rv1561,1765383,1764979,1,Refseq
1589,Rv1562c,1767142,1765400,0,Refseq
1590,Rv1563c,1769432,1767135,0,Refseq
1591,Rv1564c,1771601,1769436,0,Refseq
1592,Rv1565c,1773829,1771640,0,Refseq
1593,Rv1566c,1774620,1773928,0,Refseq
1594,Rv1567c,1775144,1774860,0,Refseq
1595,Rv1568,1776705,1775392,1,Refseq
1596,Rv1569,1777862,1776702,1,Refseq
1597,Rv1570,1778539,1777859,1,Refseq
1598,Rv1571,1779048,1778539,1,Refseq
1599,Rv1572c,1779298,1779194,0,Refseq
1600,Rv1573,1779724,1779314,1,Refseq
1601,Rv1574,1780241,1779930,1,Refseq
1602,Rv1575,1780699,1780199,1,Refseq
1603,Rv1576c,1782064,1780643,0,Refseq
1604,Rv1577c,1782584,1782072,0,Refseq
1605,Rv1578c,1783228,1782758,0,Refseq
1606,Rv1579c,1783623,1783309,0,Refseq
1607,Rv1580c,1783892,1783620,0,Refseq
1608,Rv1581c,1784301,1783906,0,Refseq
1609,Rv1582c,1785912,1784497,0,Refseq
1610,Rv1583c,1786310,1785912,0,Refseq
1611,Rv1584c,1786528,1786307,0,Refseq
1612,Rv1585c,1787099,1786584,0,Refseq
1613,Rv1586c,1788505,1787096,0,Refseq
1614,Rv1587c,1789163,1788162,0,Refseq
1615,Rv1588c,1789836,1789168,0,Refseq
1616,Rv1589,1791333,1790284,1,Refseq
1617,Rv1590,1791573,1791334,1,Refseq
1618,Rv1591,1792235,1791570,1,Refseq
1619,Rv1592c,1793740,1792400,0,Refseq
1620,Rv1593c,1794707,1793997,0,Refseq
1621,Rv1594,1795805,1794756,1,Refseq
1622,Rv1595,1797388,1795805,1,Refseq
1623,Rv1596,1798245,1797388,1,Refseq
1624,Rv1597,1799052,1798294,1,Refseq
1625,Rv1598c,1799483,1799073,0,Refseq
1626,Rv1599,1800899,1799583,1,Refseq
1627,Rv1600,1802038,1800896,1,Refseq
1628,Rv1601,1802667,1802035,1,Refseq
1629,Rv1602,1803284,1802664,1,Refseq
1630,Rv1603,1804031,1803294,1,Refseq
1631,Rv1604,1804851,1804039,1,Refseq
1632,Rv1605,1805656,1804853,1,Refseq
1633,Rv1606,1806000,1805653,1,Refseq
1634,Rv1607,1807263,1806181,1,Refseq
1635,Rv1608c,1807762,1807298,0,Refseq
1636,Rv1609,1809453,1807903,1,Refseq
1637,Rv1610,1810150,1809443,1,Refseq
1638,Rv1611,1811058,1810240,1,Refseq
1639,Rv1612,1812359,1811127,1,Refseq
1640,Rv1613,1813171,1812359,1,Refseq
1641,Rv1614,1814577,1813171,1,Refseq
1642,Rv1615,1815693,1815253,1,Refseq
1643,Rv1616,1816081,1815683,1,Refseq
1644,Rv1617,1817607,1816189,1,Refseq
1645,Rv1618,1818517,1817615,1,Refseq
1646,Rv1619,1820029,1818575,1,Refseq
1647,Rv1620c,1821693,1819963,0,Refseq
1648,Rv1621c,1823273,1821690,0,Refseq
1649,Rv1622c,1824400,1823360,0,Refseq
1650,Rv1623c,1825887,1824430,0,Refseq
1651,Rv1624c,1826585,1825998,0,Refseq
1652,Rv1625c,1827945,1826614,0,Refseq
1653,Rv1626,1828797,1828180,1,Refseq
1654,Rv1627c,1830073,1828865,0,Refseq
1655,Rv1628c,1830561,1830070,0,Refseq
1656,Rv1629,1833379,1830665,1,Refseq
1657,Rv1630,1834987,1833542,1,Refseq
1658,Rv1631,1836236,1835013,1,Refseq
1659,Rv1632c,1836830,1836387,0,Refseq
1660,Rv1633,1839171,1837075,1,Refseq
1661,Rv1634,1840583,1839168,1,Refseq
1662,Rv1635c,1842242,1840572,0,Refseq
1663,Rv1636,1842891,1842451,1,Refseq
1664,Rv1637c,1843692,1842898,0,Refseq
1665,Rv1638,1846659,1843741,1,Refseq
1666,Rv1638A,1846973,1846716,0,Refseq
1667,Rv1639c,1848458,1846989,0,Refseq
1668,Rv1640c,1852035,1848517,0,Refseq
1669,Rv1641,1852878,1852273,1,Refseq
1670,Rv1642,1853122,1852928,1,Refseq
1671,Rv1643,1853573,1853184,1,Refseq
1672,Rv1644,1854388,1853606,1,Refseq
1673,Rv1645c,1855454,1854399,0,Refseq
1674,Rv1646,1856696,1855764,1,Refseq
1675,Rv1647,1857724,1856774,1,Refseq
1676,Rv1648,1858537,1857731,1,Refseq
1677,Rv1649,1859758,1858733,1,Refseq
1678,Rv1650,1862253,1859758,1,Refseq
1679,Rv1651c,1865382,1862347,0,Refseq
1680,Rv1652,1866634,1865576,1,Refseq
1681,Rv1653,1867845,1866631,1,Refseq
1682,Rv1654,1868726,1867842,1,Refseq
1683,Rv1655,1869925,1868723,1,Refseq
1684,Rv1656,1870845,1869922,1,Refseq
1685,Rv1657,1871354,1870842,1,Refseq
1686,Rv1658,1872559,1871363,1,Refseq
1687,Rv1659,1874051,1872639,1,Refseq
1688,Rv1660,1875221,1874160,1,Refseq
1689,Rv1661,1881684,1875304,1,Refseq
1690,Rv1662,1886512,1881704,1,Refseq
1691,Rv1663,1888020,1886512,1,Refseq
1692,Rv1664,1891079,1888026,1,Refseq
1693,Rv1665,1892287,1891226,1,Refseq
1694,Rv1666c,1893562,1892270,0,Refseq
1695,Rv1667c,1894230,1893577,0,Refseq
1696,Rv1668c,1895342,1894224,0,Refseq
1697,Rv1669,1896087,1895725,1,Refseq
1698,Rv1670,1896467,1896120,1,Refseq
1699,Rv1671,1896867,1896475,1,Refseq
1700,Rv1672c,1898207,1896876,0,Refseq
1701,Rv1673c,1899232,1898300,0,Refseq
1702,Rv1674c,1899916,1899260,0,Refseq
1703,Rv1675c,1900975,1900241,0,Refseq
1704,Rv1676,1901751,1901047,1,Refseq
1705,Rv1677,1902296,1901748,1,Refseq
1706,Rv1678,1903299,1902397,1,Refseq
1707,Rv1679,1904420,1903299,1,Refseq
1708,Rv1680,1905253,1904429,1,Refseq
1709,Rv1681,1906242,1905250,1,Refseq
1710,Rv1682,1907320,1906403,1,Refseq
1711,Rv1683,1910593,1907594,1,Refseq
1712,Rv1684,1910810,1910586,1,Refseq
1713,Rv1685c,1911399,1910776,0,Refseq
1714,Rv1686c,1912081,1911401,0,Refseq
1715,Rv1687c,1912920,1912153,0,Refseq
1716,Rv1688,1913590,1912979,1,Refseq
1717,Rv1689,1914876,1913602,1,Refseq
1718,Rv1690,1915910,1915527,1,Refseq
1719,Rv1691,1916701,1915949,1,Refseq
1720,Rv1692,1917759,1916698,1,Refseq
1721,Rv1693,1917932,1917756,1,Refseq
1722,Rv1694,1918746,1917940,1,Refseq
1723,Rv1695,1919669,1918746,1,Refseq
1724,Rv1696,1921446,1919683,1,Refseq
1725,Rv1697,1922723,1921542,1,Refseq
1726,Rv1698,1923689,1922745,1,Refseq
1727,Rv1699,1925589,1923829,1,Refseq
1728,Rv1700,1926205,1925582,1,Refseq
1729,Rv1701,1927137,1926202,1,Refseq
1730,Rv1702c,1928575,1927211,0,Refseq
1731,Rv1703c,1929721,1929131,0,Refseq
1732,Rv1704c,1931456,1929786,0,Refseq
1733,Rv1705c,1932654,1931497,0,Refseq
1734,Rv1706A,1934649,1934482,0,Refseq
1735,Rv1706c,1933878,1932694,0,Refseq
1736,Rv1707,1936342,1934882,1,Refseq
1737,Rv1708,1937316,1936360,1,Refseq
1738,Rv1709,1938149,1937313,1,Refseq
1739,Rv1710,1938841,1938146,1,Refseq
1740,Rv1711,1939602,1938838,1,Refseq
1741,Rv1712,1940291,1939599,1,Refseq
1742,Rv1713,1941679,1940288,1,Refseq
1743,Rv1714,1942665,1941853,1,Refseq
1744,Rv1715,1943573,1942659,1,Refseq
1745,Rv1716,1944406,1943576,1,Refseq
1746,Rv1717,1944756,1944406,1,Refseq
1747,Rv1718,1945627,1944809,1,Refseq
1748,Rv1719,1946420,1945641,1,Refseq
1749,Rv1720c,1947419,1947030,0,Refseq
1750,Rv1721c,1947643,1947416,0,Refseq
1751,Rv1722,1949345,1947861,1,Refseq
1752,Rv1723,1950589,1949342,1,Refseq
1753,Rv1724c,1951051,1950632,0,Refseq
1754,Rv1725c,1951751,1951041,0,Refseq
1755,Rv1726,1953237,1951852,1,Refseq
1756,Rv1727,1953839,1953270,1,Refseq
1757,Rv1728c,1954634,1953864,0,Refseq
1758,Rv1729c,1955569,1954631,0,Refseq
1759,Rv1730c,1957245,1955692,0,Refseq
1760,Rv1731,1959233,1957677,1,Refseq
1761,Rv1732c,1959791,1959243,0,Refseq
1762,Rv1733c,1960487,1959855,0,Refseq
1763,Rv1734c,1961016,1960774,0,Refseq
1764,Rv1735c,1961788,1961291,0,Refseq
1765,Rv1736c,1964186,1962228,0,Refseq
1766,Rv1737c,1965370,1964183,0,Refseq
1767,Rv1738,1965941,1965657,1,Refseq
1768,Rv1739c,1967637,1965955,0,Refseq
1769,Rv1740,1967917,1967705,1,Refseq
1770,Rv1741,1968165,1967917,1,Refseq
1771,Rv1742,1968910,1968173,1,Refseq
1772,Rv1743,1970704,1969004,1,Refseq
1773,Rv1744c,1971390,1970989,0,Refseq
1774,Rv1745c,1971991,1971380,0,Refseq
1775,Rv1746,1973568,1972138,1,Refseq
1776,Rv1747,1976227,1973630,1,Refseq
1777,Rv1748,1977331,1976600,1,Refseq
1778,Rv1749c,1977885,1977328,0,Refseq
1779,Rv1750c,1979567,1977969,0,Refseq
1780,Rv1751,1981003,1979621,1,Refseq
1781,Rv1752,1981579,1981130,1,Refseq
1782,Rv1753c,1984775,1981614,0,Refseq
1783,Rv1754c,1986670,1984979,0,Refseq
1784,Rv1755c,1987696,1986854,0,Refseq
1785,Rv1756c,1988629,1987745,0,Refseq
1786,Rv1757c,1989006,1988680,0,Refseq
1787,Rv1758,1989566,1989042,1,Refseq
1788,Rv1759c,1992577,1989833,0,Refseq
1789,Rv1760,1994661,1993153,1,Refseq
1790,Rv1761c,1995054,1994671,0,Refseq
1791,Rv1762c,1995842,1995054,0,Refseq
1792,Rv1763,1996478,1996152,1,Refseq
1793,Rv1764,1997413,1996529,1,Refseq
1794,Rv1765A,1999357,1999142,0,Refseq
1795,Rv1765c,1998515,1997418,0,Refseq
1796,Rv1766,2000006,1999737,1,Refseq
1797,Rv1767,2000433,2000074,1,Refseq
1798,Rv1768,2002470,2000614,1,Refseq
1799,Rv1769,2003870,2002626,1,Refseq
1800,Rv1770,2005164,2003878,1,Refseq
1801,Rv1771,2006447,2005161,1,Refseq
1802,Rv1772,2006947,2006636,1,Refseq
1803,Rv1773c,2007766,2007020,0,Refseq
1804,Rv1774,2009172,2007832,1,Refseq
1805,Rv1775,2009990,2009172,1,Refseq
1806,Rv1776c,2010555,2009995,0,Refseq
1807,Rv1777,2011960,2010656,1,Refseq
1808,Rv1778c,2012530,2012081,0,Refseq
1809,Rv1779c,2014479,2012686,0,Refseq
1810,Rv1780,2015262,2014699,1,Refseq
1811,Rv1781c,2017476,2015302,0,Refseq
1812,Rv1782,2019260,2017740,1,Refseq
1813,Rv1783,2020564,2019257,1,Refseq
1814,Rv1784,2023432,2020634,1,Refseq
1815,Rv1785c,2024628,2023447,0,Refseq
1816,Rv1786,2025031,2024828,1,Refseq
1817,Rv1787,2026398,2025301,1,Refseq
1818,Rv1788,2026776,2026477,1,Refseq
1819,Rv1789,2027971,2026790,1,Refseq
1820,Rv1790,2029477,2028425,1,Refseq
1821,Rv1791,2030203,2029904,1,Refseq
1822,Rv1793,2030978,2030694,1,Refseq
1823,Rv1794,2031968,2031066,1,Refseq
1824,Rv1795,2033751,2032240,1,Refseq
1825,Rv1796,2035486,2033729,1,Refseq
1826,Rv1797,2036703,2035483,1,Refseq
1827,Rv1798,2038532,2036700,1,Refseq
1828,Rv1799,2039350,2039159,1,Refseq
1829,Rv1800,2041420,2039453,1,Refseq
1830,Rv1801,2043272,2042001,1,Refseq
1831,Rv1802,2044775,2043384,1,Refseq
1832,Rv1803c,2046842,2044923,0,Refseq
